Specific_ID,Card Type,Card_Name,Set_Name,Generation,Release_Date,Artist,Types,Supertype,Price £
066 Of 106,Standard,Ekans,Great Encounters,Fourth ,2/1/2008,Ken Sugimori,['Psychic'],Pokemon,0.39
067 Of 106,Reverse Holo,Feebas,Great Encounters,Fourth ,2/1/2008,Ken Sugimori,['Water'],Pokemon,1.39
067 Of 106,Standard,Feebas,Great Encounters,Fourth ,2/1/2008,Ken Sugimori,['Water'],Pokemon,0.39
068 Of 106,Reverse Holo,Glameow,Great Encounters,Fourth ,2/1/2008,Kagemaru Himeno,['Colorless'],Pokemon,1.35
068 Of 106,Standard,Glameow,Great Encounters,Fourth ,2/1/2008,Kagemaru Himeno,['Colorless'],Pokemon,0.35
069 Of 106,Reverse Holo,Houndour,Great Encounters,Fourth ,2/1/2008,Ken Sugimori,['Fire'],Pokemon,1.29
069 Of 106,Standard,Houndour,Great Encounters,Fourth ,2/1/2008,Ken Sugimori,['Fire'],Pokemon,0.29
070 Of 106,Reverse Holo,Igglybuff,Great Encounters,Fourth ,2/1/2008,Ken Sugimori,['Colorless'],Pokemon,1.89
070 Of 106,Standard,Igglybuff,Great Encounters,Fourth ,2/1/2008,Ken Sugimori,['Colorless'],Pokemon,0.89
071 Of 106,Reverse Holo,Illumise,Great Encounters,Fourth ,2/1/2008,Ken Sugimori,['Grass'],Pokemon,1.35
071 Of 106,Standard,Illumise,Great Encounters,Fourth ,2/1/2008,Ken Sugimori,['Grass'],Pokemon,0.35
072 Of 106,Reverse Holo,Jigglypuff,Great Encounters,Fourth ,2/1/2008,Kenkichi Toyama,['Colorless'],Pokemon,1.49
072 Of 106,Standard,Jigglypuff,Great Encounters,Fourth ,2/1/2008,Kenkichi Toyama,['Colorless'],Pokemon,0.49
073 Of 106,Reverse Holo,Kakuna,Great Encounters,Fourth ,2/1/2008,Ken Sugimori,['Grass'],Pokemon,1.35
073 Of 106,Standard,Kakuna,Great Encounters,Fourth ,2/1/2008,Ken Sugimori,['Grass'],Pokemon,0.35
074 Of 106,Reverse Holo,Koffing,Great Encounters,Fourth ,2/1/2008,Lee Hyunjung,['Psychic'],Pokemon,1.35
074 Of 106,Standard,Koffing,Great Encounters,Fourth ,2/1/2008,Lee Hyunjung,['Psychic'],Pokemon,0.35
075 Of 106,Reverse Holo,Krabby,Great Encounters,Fourth ,2/1/2008,Ken Sugimori,['Water'],Pokemon,1.49
075 Of 106,Standard,Krabby,Great Encounters,Fourth ,2/1/2008,Ken Sugimori,['Water'],Pokemon,0.49
076 Of 106,Reverse Holo,Lunatone,Great Encounters,Fourth ,2/1/2008,Ken Sugimori,['Fighting'],Pokemon,1.35
076 Of 106,Standard,Lunatone,Great Encounters,Fourth ,2/1/2008,Ken Sugimori,['Fighting'],Pokemon,0.35
077 Of 106,Reverse Holo,Luvdisc,Great Encounters,Fourth ,2/1/2008,Motofumi Fujiwara,['Water'],Pokemon,1.35
077 Of 106,Standard,Luvdisc,Great Encounters,Fourth ,2/1/2008,Motofumi Fujiwara,['Water'],Pokemon,0.35
078 Of 106,Reverse Holo,Makuhita,Great Encounters,Fourth ,2/1/2008,Atsuko Nishida,['Fighting'],Pokemon,1.35
078 Of 106,Standard,Makuhita,Great Encounters,Fourth ,2/1/2008,Atsuko Nishida,['Fighting'],Pokemon,0.35
079 Of 106,Reverse Holo,Mankey,Great Encounters,Fourth ,2/1/2008,Ken Sugimori,['Fighting'],Pokemon,1.79
079 Of 106,Standard,Mankey,Great Encounters,Fourth ,2/1/2008,Ken Sugimori,['Fighting'],Pokemon,0.79
080 Of 106,Reverse Holo,Mudkip,Great Encounters,Fourth ,2/1/2008,Emi Yoshida,['Water'],Pokemon,3.49
080 Of 106,Standard,Mudkip,Great Encounters,Fourth ,2/1/2008,Emi Yoshida,['Water'],Pokemon,0.59
081 Of 106,Reverse Holo,Porygon,Great Encounters,Fourth ,2/1/2008,Kent Kanetsuna,['Colorless'],Pokemon,1.35
081 Of 106,Standard,Porygon,Great Encounters,Fourth ,2/1/2008,Kent Kanetsuna,['Colorless'],Pokemon,0.35
082 Of 106,Reverse Holo,Slowpoke,Great Encounters,Fourth ,2/1/2008,Saya Tsuruta,['Water'],Pokemon,1.35
082 Of 106,Standard,Slowpoke,Great Encounters,Fourth ,2/1/2008,Saya Tsuruta,['Water'],Pokemon,0.35
083 Of 106,Reverse Holo,Slugma,Great Encounters,Fourth ,2/1/2008,Masakazu Fukuda,['Fire'],Pokemon,1.35
083 Of 106,Standard,Slugma,Great Encounters,Fourth ,2/1/2008,Masakazu Fukuda,['Fire'],Pokemon,0.35
084 Of 106,Reverse Holo,Snubbull,Great Encounters,Fourth ,2/1/2008,Atsuko Nishida,['Colorless'],Pokemon,1.39
084 Of 106,Standard,Snubbull,Great Encounters,Fourth ,2/1/2008,Atsuko Nishida,['Colorless'],Pokemon,0.39
085 Of 106,Reverse Holo,Solrock,Great Encounters,Fourth ,2/1/2008,Ken Sugimori,['Fighting'],Pokemon,1.35
085 Of 106,Standard,Solrock,Great Encounters,Fourth ,2/1/2008,Ken Sugimori,['Fighting'],Pokemon,0.35
086 Of 106,Reverse Holo,Swablu,Great Encounters,Fourth ,2/1/2008,Kanako Eo,['Colorless'],Pokemon,1.35
086 Of 106,Standard,Swablu,Great Encounters,Fourth ,2/1/2008,Kanako Eo,['Colorless'],Pokemon,0.35
087 Of 106,Reverse Holo,Tangela,Great Encounters,Fourth ,2/1/2008,Sumiyoshi Kizuki,['Grass'],Pokemon,1.49
087 Of 106,Standard,Tangela,Great Encounters,Fourth ,2/1/2008,Sumiyoshi Kizuki,['Grass'],Pokemon,0.49
088 Of 106,Reverse Holo,Togepi,Great Encounters,Fourth ,2/1/2008,Ken Sugimori,['Colorless'],Pokemon,1.59
088 Of 106,Standard,Togepi,Great Encounters,Fourth ,2/1/2008,Ken Sugimori,['Colorless'],Pokemon,0.59
089 Of 106,Reverse Holo,Torchic,Great Encounters,Fourth ,2/1/2008,Hiroki Fuchino,['Fire'],Pokemon,2.15
089 Of 106,Standard,Torchic,Great Encounters,Fourth ,2/1/2008,Hiroki Fuchino,['Fire'],Pokemon,0.39
090 Of 106,Reverse Holo,Treecko,Great Encounters,Fourth ,2/1/2008,Kouki Saitou,['Grass'],Pokemon,7.99
090 Of 106,Standard,Treecko,Great Encounters,Fourth ,2/1/2008,Kouki Saitou,['Grass'],Pokemon,0.35
092 Of 106,Reverse Holo,Volbeat,Great Encounters,Fourth ,2/1/2008,Ken Sugimori,['Grass'],Pokemon,1.35
092 Of 106,Standard,Volbeat,Great Encounters,Fourth ,2/1/2008,Ken Sugimori,['Grass'],Pokemon,0.35
093 Of 106,Reverse Holo,Weedle,Great Encounters,Fourth ,2/1/2008,Mitsuhiro Arita,['Grass'],Pokemon,1.49
093 Of 106,Standard,Weedle,Great Encounters,Fourth ,2/1/2008,Mitsuhiro Arita,['Grass'],Pokemon,0.49
094 Of 106,Reverse Holo,Whismur,Great Encounters,Fourth ,2/1/2008,Takao Unno,['Colorless'],Pokemon,1.39
094 Of 106,Standard,Whismur,Great Encounters,Fourth ,2/1/2008,Takao Unno,['Colorless'],Pokemon,0.39
095 Of 106,Reverse Holo,Wingull,Great Encounters,Fourth ,2/1/2008,Ken Sugimori,['Water'],Pokemon,1.49
095 Of 106,Standard,Wingull,Great Encounters,Fourth ,2/1/2008,Ken Sugimori,['Water'],Pokemon,0.49
096 Of 106,Reverse Holo,Zigzagoon,Great Encounters,Fourth ,2/1/2008,Ken Sugimori,['Colorless'],Pokemon,1.39
096 Of 106,Standard,Zigzagoon,Great Encounters,Fourth ,2/1/2008,Ken Sugimori,['Colorless'],Pokemon,0.39
097 Of 106,Reverse Holo,Amulet Coin,Great Encounters,Fourth ,2/1/2008,Daisuke Ito,,Trainer,1.99
097 Of 106,Standard,Amulet Coin,Great Encounters,Fourth ,2/1/2008,Daisuke Ito,,Trainer,0.49
098 Of 106,Reverse Holo,Felicity'S Drawing,Great Encounters,Fourth ,2/1/2008,Ken Sugimori,,Trainer,1.99
098 Of 106,Standard,Felicity'S Drawing,Great Encounters,Fourth ,2/1/2008,Ken Sugimori,,Trainer,0.99
099 Of 106,Reverse Holo,Leftovers,Great Encounters,Fourth ,2/1/2008,Daisuke Ito,,Trainer,1.99
099 Of 106,Standard,Leftovers,Great Encounters,Fourth ,2/1/2008,Daisuke Ito,,Trainer,0.99
100 Of 106,Reverse Holo,Moonlight Stadium,Great Encounters,Fourth ,2/1/2008,Ryo Ueda,,Trainer,6.99
100 Of 106,Standard,Moonlight Stadium,Great Encounters,Fourth ,2/1/2008,Ryo Ueda,,Trainer,1.79
101 Of 106,Reverse Holo,Premier Ball,Great Encounters,Fourth ,2/1/2008,Ryo Ueda,,Trainer,2.99
101 Of 106,Standard,Premier Ball,Great Encounters,Fourth ,2/1/2008,Ryo Ueda,,Trainer,0.99
102 Of 106,Reverse Holo,Rare Candy,Great Encounters,Fourth ,2/1/2008,Ryo Ueda,,Trainer,6.39
102 Of 106,Standard,Rare Candy,Great Encounters,Fourth ,2/1/2008,Ryo Ueda,,Trainer,2.49
103 Of 106,Standard,Cresselia Lv.X,Great Encounters,Fourth ,2/1/2008,Shizurow,['Psychic'],Pokemon,21.99
104 Of 106,Standard,Darkrai Lv.X,Great Encounters,Fourth ,2/1/2008,Shizurow,['Darkness'],Pokemon,34.99
105 Of 106,Standard,Dialga Lv.X,Great Encounters,Fourth ,2/1/2008,Ryo Ueda,['Metal'],Pokemon,32.99
106 Of 106,Standard,Palkia Lv.X,Great Encounters,Fourth ,2/1/2008,Ryo Ueda,['Water'],Pokemon,30.99
001 Of 100,Reverse Holo,Articuno,Majestic Dawn,Fourth ,5/1/2008,Masakazu Fukuda,['Water'],Pokemon,5.99
001 Of 100,Standard,Articuno,Majestic Dawn,Fourth ,5/1/2008,Masakazu Fukuda,['Water'],Pokemon,4.99
002 Of 100,Reverse Holo,Cresselia,Majestic Dawn,Fourth ,5/1/2008,Mitsuhiro Arita,['Psychic'],Pokemon,2.49
002 Of 100,Standard,Cresselia,Majestic Dawn,Fourth ,5/1/2008,Mitsuhiro Arita,['Psychic'],Pokemon,1.49
003 Of 100,Reverse Holo,Darkrai,Majestic Dawn,Fourth ,5/1/2008,Mitsuhiro Arita,['Darkness'],Pokemon,5.49
003 Of 100,Standard,Darkrai,Majestic Dawn,Fourth ,5/1/2008,Mitsuhiro Arita,['Darkness'],Pokemon,4.49
004 Of 100,Reverse Holo,Dialga,Majestic Dawn,Fourth ,5/1/2008,Masakazu Fukuda,['Metal'],Pokemon,9.99
004 Of 100,Standard,Dialga,Majestic Dawn,Fourth ,5/1/2008,Masakazu Fukuda,['Metal'],Pokemon,2.99
005 Of 100,Reverse Holo,Glaceon,Majestic Dawn,Fourth ,5/1/2008,Atsuko Nishida,['Water'],Pokemon,14.99
005 Of 100,Standard,Glaceon,Majestic Dawn,Fourth ,5/1/2008,Atsuko Nishida,['Water'],Pokemon,9.99
006 Of 100,Reverse Holo,Kabutops,Majestic Dawn,Fourth ,5/1/2008,Kouki Saitou,['Fighting'],Pokemon,9.99
006 Of 100,Standard,Kabutops,Majestic Dawn,Fourth ,5/1/2008,Kouki Saitou,['Fighting'],Pokemon,2.99
007 Of 100,Reverse Holo,Leafeon,Majestic Dawn,Fourth ,5/1/2008,Kouki Saitou,['Grass'],Pokemon,8.79
007 Of 100,Standard,Leafeon,Majestic Dawn,Fourth ,5/1/2008,Kouki Saitou,['Grass'],Pokemon,7.79
008 Of 100,Reverse Holo,Manaphy,Majestic Dawn,Fourth ,5/1/2008,Suwama Chiaki,['Water'],Pokemon,3.99
008 Of 100,Standard,Manaphy,Majestic Dawn,Fourth ,5/1/2008,Suwama Chiaki,['Water'],Pokemon,2.99
009 Of 100,Reverse Holo,Mewtwo,Majestic Dawn,Fourth ,5/1/2008,Kent Kanetsuna,['Psychic'],Pokemon,11.49
009 Of 100,Standard,Mewtwo,Majestic Dawn,Fourth ,5/1/2008,Kent Kanetsuna,['Psychic'],Pokemon,7.49
010 Of 100,Reverse Holo,Moltres,Majestic Dawn,Fourth ,5/1/2008,Kagemaru Himeno,['Fire'],Pokemon,10.99
010 Of 100,Standard,Moltres,Majestic Dawn,Fourth ,5/1/2008,Kagemaru Himeno,['Fire'],Pokemon,9.75
011 Of 100,Reverse Holo,Palkia,Majestic Dawn,Fourth ,5/1/2008,Masakazu Fukuda,['Water'],Pokemon,4.49
011 Of 100,Standard,Palkia,Majestic Dawn,Fourth ,5/1/2008,Masakazu Fukuda,['Water'],Pokemon,3.49
012 Of 100,Reverse Holo,Phione,Majestic Dawn,Fourth ,5/1/2008,Daisuke Ito,['Water'],Pokemon,2.39
012 Of 100,Standard,Phione,Majestic Dawn,Fourth ,5/1/2008,Daisuke Ito,['Water'],Pokemon,1.39
013 Of 100,Reverse Holo,Rotom,Majestic Dawn,Fourth ,5/1/2008,Kagemaru Himeno,['Lightning'],Pokemon,1.89
013 Of 100,Standard,Rotom,Majestic Dawn,Fourth ,5/1/2008,Kagemaru Himeno,['Lightning'],Pokemon,0.89
014 Of 100,Reverse Holo,Zapdos,Majestic Dawn,Fourth ,5/1/2008,Mitsuhiro Arita,['Lightning'],Pokemon,4.99
014 Of 100,Standard,Zapdos,Majestic Dawn,Fourth ,5/1/2008,Mitsuhiro Arita,['Lightning'],Pokemon,2.99
015 Of 100,Standard,Aerodactyl,Majestic Dawn,Fourth ,5/1/2008,Kouki Saitou,['Colorless'],Pokemon,1.29
015 Of 100,Reverse Holo,Aerodactyl,Majestic Dawn,Fourth ,5/1/2008,Kouki Saitou,['Colorless'],Pokemon,1.29
016 Of 100,Reverse Holo,Bronzong,Majestic Dawn,Fourth ,5/1/2008,Kouki Saitou,['Psychic'],Pokemon,2.99
016 Of 100,Standard,Bronzong,Majestic Dawn,Fourth ,5/1/2008,Kouki Saitou,['Psychic'],Pokemon,0.99
017 Of 100,Reverse Holo,Empoleon,Majestic Dawn,Fourth ,5/1/2008,Kent Kanetsuna,['Water'],Pokemon,1.49
017 Of 100,Standard,Empoleon,Majestic Dawn,Fourth ,5/1/2008,Kent Kanetsuna,['Water'],Pokemon,0.49
018 Of 100,Reverse Holo,Espeon,Majestic Dawn,Fourth ,5/1/2008,Naoyo Kimura,['Psychic'],Pokemon,4.49
018 Of 100,Standard,Espeon,Majestic Dawn,Fourth ,5/1/2008,Naoyo Kimura,['Psychic'],Pokemon,1.29
019 Of 100,Reverse Holo,Flareon,Majestic Dawn,Fourth ,5/1/2008,Mitsuhiro Arita,['Fire'],Pokemon,3.99
019 Of 100,Standard,Flareon,Majestic Dawn,Fourth ,5/1/2008,Mitsuhiro Arita,['Fire'],Pokemon,2.99
020 Of 100,Reverse Holo,Glaceon,Majestic Dawn,Fourth ,5/1/2008,Masakazu Fukuda,['Water'],Pokemon,3.49
020 Of 100,Standard,Glaceon,Majestic Dawn,Fourth ,5/1/2008,Masakazu Fukuda,['Water'],Pokemon,2.19
021 Of 100,Reverse Holo,Hippowdon,Majestic Dawn,Fourth ,5/1/2008,Kent Kanetsuna,['Fighting'],Pokemon,1.99
021 Of 100,Standard,Hippowdon,Majestic Dawn,Fourth ,5/1/2008,Kent Kanetsuna,['Fighting'],Pokemon,0.99
022 Of 100,Reverse Holo,Infernape,Majestic Dawn,Fourth ,5/1/2008,Daisuke Ito,['Fire'],Pokemon,1.49
022 Of 100,Standard,Infernape,Majestic Dawn,Fourth ,5/1/2008,Daisuke Ito,['Fire'],Pokemon,0.49
023 Of 100,Reverse Holo,Jolteon,Majestic Dawn,Fourth ,5/1/2008,Midori Harada,['Lightning'],Pokemon,1.79
023 Of 100,Standard,Jolteon,Majestic Dawn,Fourth ,5/1/2008,Midori Harada,['Lightning'],Pokemon,0.79
024 Of 100,Reverse Holo,Leafeon,Majestic Dawn,Fourth ,5/1/2008,Masakazu Fukuda,['Grass'],Pokemon,4.99
024 Of 100,Standard,Leafeon,Majestic Dawn,Fourth ,5/1/2008,Masakazu Fukuda,['Grass'],Pokemon,3.99
025 Of 100,Reverse Holo,Minun,Majestic Dawn,Fourth ,5/1/2008,Suwama Chiaki,['Lightning'],Pokemon,1.99
025 Of 100,Standard,Minun,Majestic Dawn,Fourth ,5/1/2008,Suwama Chiaki,['Lightning'],Pokemon,0.99
026 Of 100,Reverse Holo,Omastar,Majestic Dawn,Fourth ,5/1/2008,Masakazu Fukuda,['Water'],Pokemon,2.19
026 Of 100,Standard,Omastar,Majestic Dawn,Fourth ,5/1/2008,Masakazu Fukuda,['Water'],Pokemon,1.19
027 Of 100,Reverse Holo,Phione,Majestic Dawn,Fourth ,5/1/2008,Ken Sugimori,['Water'],Pokemon,1.69
027 Of 100,Standard,Phione,Majestic Dawn,Fourth ,5/1/2008,Ken Sugimori,['Water'],Pokemon,0.69
028 Of 100,Reverse Holo,Plusle,Majestic Dawn,Fourth ,5/1/2008,Suwama Chiaki,['Lightning'],Pokemon,1.99
028 Of 100,Standard,Plusle,Majestic Dawn,Fourth ,5/1/2008,Suwama Chiaki,['Lightning'],Pokemon,0.99
029 Of 100,Reverse Holo,Scizor,Majestic Dawn,Fourth ,5/1/2008,Daisuke Ito,['Metal'],Pokemon,3.15
029 Of 100,Standard,Scizor,Majestic Dawn,Fourth ,5/1/2008,Daisuke Ito,['Metal'],Pokemon,1.79
030 Of 100,Reverse Holo,Torterra,Majestic Dawn,Fourth ,5/1/2008,Daisuke Ito,['Grass'],Pokemon,1.35
030 Of 100,Standard,Torterra,Majestic Dawn,Fourth ,5/1/2008,Daisuke Ito,['Grass'],Pokemon,0.35
031 Of 100,Reverse Holo,Toxicroak,Majestic Dawn,Fourth ,5/1/2008,Kent Kanetsuna,['Psychic'],Pokemon,1.49
031 Of 100,Standard,Toxicroak,Majestic Dawn,Fourth ,5/1/2008,Kent Kanetsuna,['Psychic'],Pokemon,0.49
032 Of 100,Reverse Holo,Umbreon,Majestic Dawn,Fourth ,5/1/2008,Masakazu Fukuda,['Darkness'],Pokemon,15.99
032 Of 100,Standard,Umbreon,Majestic Dawn,Fourth ,5/1/2008,Masakazu Fukuda,['Darkness'],Pokemon,14.99
033 Of 100,Reverse Holo,Unown P,Majestic Dawn,Fourth ,5/1/2008,Kent Kanetsuna,['Psychic'],Pokemon,2.89
033 Of 100,Standard,Unown P,Majestic Dawn,Fourth ,5/1/2008,Kent Kanetsuna,['Psychic'],Pokemon,1.19
034 Of 100,Reverse Holo,Vaporeon,Majestic Dawn,Fourth ,5/1/2008,Kagemaru Himeno,['Water'],Pokemon,5.99
034 Of 100,Standard,Vaporeon,Majestic Dawn,Fourth ,5/1/2008,Kagemaru Himeno,['Water'],Pokemon,4.99
035 Of 100,Reverse Holo,Ambipom,Majestic Dawn,Fourth ,5/1/2008,Ken Sugimori,['Colorless'],Pokemon,1.49
035 Of 100,Standard,Ambipom,Majestic Dawn,Fourth ,5/1/2008,Ken Sugimori,['Colorless'],Pokemon,0.49
036 Of 100,Reverse Holo,Fearow,Majestic Dawn,Fourth ,5/1/2008,Ken Sugimori,['Colorless'],Pokemon,1.49
036 Of 100,Standard,Fearow,Majestic Dawn,Fourth ,5/1/2008,Ken Sugimori,['Colorless'],Pokemon,0.49
037 Of 100,Reverse Holo,Grotle,Majestic Dawn,Fourth ,5/1/2008,Daisuke Ito,['Grass'],Pokemon,1.49
037 Of 100,Standard,Grotle,Majestic Dawn,Fourth ,5/1/2008,Daisuke Ito,['Grass'],Pokemon,0.49
038 Of 100,Reverse Holo,Kangaskhan,Majestic Dawn,Fourth ,5/1/2008,Atsuko Nishida,['Colorless'],Pokemon,1.35
038 Of 100,Standard,Kangaskhan,Majestic Dawn,Fourth ,5/1/2008,Atsuko Nishida,['Colorless'],Pokemon,0.35
039 Of 100,Reverse Holo,Lickitung,Majestic Dawn,Fourth ,5/1/2008,Kagemaru Himeno,['Colorless'],Pokemon,1.35
039 Of 100,Standard,Lickitung,Majestic Dawn,Fourth ,5/1/2008,Kagemaru Himeno,['Colorless'],Pokemon,0.35
040 Of 100,Reverse Holo,Manectric,Majestic Dawn,Fourth ,5/1/2008,Daisuke Ito,['Lightning'],Pokemon,1.35
040 Of 100,Standard,Manectric,Majestic Dawn,Fourth ,5/1/2008,Daisuke Ito,['Lightning'],Pokemon,0.35
041 Of 100,Reverse Holo,Monferno,Majestic Dawn,Fourth ,5/1/2008,Daisuke Ito,['Fire'],Pokemon,1.49
041 Of 100,Standard,Monferno,Majestic Dawn,Fourth ,5/1/2008,Daisuke Ito,['Fire'],Pokemon,0.49
042 Of 100,Reverse Holo,Mothim,Majestic Dawn,Fourth ,5/1/2008,Masakazu Fukuda,['Grass'],Pokemon,1.49
042 Of 100,Standard,Mothim,Majestic Dawn,Fourth ,5/1/2008,Masakazu Fukuda,['Grass'],Pokemon,0.49
043 Of 100,Reverse Holo,Pachirisu,Majestic Dawn,Fourth ,5/1/2008,Tomokazu Komiya,['Lightning'],Pokemon,1.49
043 Of 100,Standard,Pachirisu,Majestic Dawn,Fourth ,5/1/2008,Tomokazu Komiya,['Lightning'],Pokemon,0.49
044 Of 100,Reverse Holo,Prinplup,Majestic Dawn,Fourth ,5/1/2008,Kent Kanetsuna,['Water'],Pokemon,1.49
044 Of 100,Standard,Prinplup,Majestic Dawn,Fourth ,5/1/2008,Kent Kanetsuna,['Water'],Pokemon,0.49
045 Of 100,Reverse Holo,Raichu,Majestic Dawn,Fourth ,5/1/2008,Daisuke Ito,['Lightning'],Pokemon,1.99
045 Of 100,Standard,Raichu,Majestic Dawn,Fourth ,5/1/2008,Daisuke Ito,['Lightning'],Pokemon,0.99
046 Of 100,Reverse Holo,Scyther,Majestic Dawn,Fourth ,5/1/2008,Ken Sugimori,['Grass'],Pokemon,1.99
046 Of 100,Standard,Scyther,Majestic Dawn,Fourth ,5/1/2008,Ken Sugimori,['Grass'],Pokemon,0.99
047 Of 100,Reverse Holo,Staravia,Majestic Dawn,Fourth ,5/1/2008,Kent Kanetsuna,['Colorless'],Pokemon,1.35
047 Of 100,Standard,Staravia,Majestic Dawn,Fourth ,5/1/2008,Kent Kanetsuna,['Colorless'],Pokemon,0.35
048 Of 100,Reverse Holo,Sudowoodo,Majestic Dawn,Fourth ,5/1/2008,Kouki Saitou,['Fighting'],Pokemon,1.39
048 Of 100,Standard,Sudowoodo,Majestic Dawn,Fourth ,5/1/2008,Kouki Saitou,['Fighting'],Pokemon,0.39
049 Of 100,Reverse Holo,Unown Q,Majestic Dawn,Fourth ,5/1/2008,Kent Kanetsuna,['Psychic'],Pokemon,6.99
049 Of 100,Standard,Unown Q,Majestic Dawn,Fourth ,5/1/2008,Kent Kanetsuna,['Psychic'],Pokemon,5.89
050 Of 100,Reverse Holo,Aipom,Majestic Dawn,Fourth ,5/1/2008,Tomokazu Komiya,['Colorless'],Pokemon,1.35
050 Of 100,Standard,Aipom,Majestic Dawn,Fourth ,5/1/2008,Tomokazu Komiya,['Colorless'],Pokemon,0.35
051 Of 100,Reverse Holo,Aipom,Majestic Dawn,Fourth ,5/1/2008,Kouki Saitou,['Colorless'],Pokemon,1.39
051 Of 100,Standard,Aipom,Majestic Dawn,Fourth ,5/1/2008,Kouki Saitou,['Colorless'],Pokemon,0.39
052 Of 100,Reverse Holo,Bronzor,Majestic Dawn,Fourth ,5/1/2008,Daisuke Ito,['Psychic'],Pokemon,1.49
052 Of 100,Standard,Bronzor,Majestic Dawn,Fourth ,5/1/2008,Daisuke Ito,['Psychic'],Pokemon,0.49
053 Of 100,Reverse Holo,Buneary,Majestic Dawn,Fourth ,5/1/2008,Kouki Saitou,['Colorless'],Pokemon,1.49
053 Of 100,Standard,Buneary,Majestic Dawn,Fourth ,5/1/2008,Kouki Saitou,['Colorless'],Pokemon,0.49
054 Of 100,Reverse Holo,Burmy Sandy Cloak,Majestic Dawn,Fourth ,5/1/2008,Ken Sugimori,['Grass'],Pokemon,1.35
054 Of 100,Standard,Burmy Sandy Cloak,Majestic Dawn,Fourth ,5/1/2008,Ken Sugimori,['Grass'],Pokemon,0.35
055 Of 100,Reverse Holo,Chatot,Majestic Dawn,Fourth ,5/1/2008,Kagemaru Himeno,['Colorless'],Pokemon,1.79
055 Of 100,Standard,Chatot,Majestic Dawn,Fourth ,5/1/2008,Kagemaru Himeno,['Colorless'],Pokemon,0.79
056 Of 100,Reverse Holo,Chimchar,Majestic Dawn,Fourth ,5/1/2008,Daisuke Ito,['Fire'],Pokemon,1.35
056 Of 100,Standard,Chimchar,Majestic Dawn,Fourth ,5/1/2008,Daisuke Ito,['Fire'],Pokemon,0.35
057 Of 100,Reverse Holo,Chimchar,Majestic Dawn,Fourth ,5/1/2008,Naoyo Kimura,['Fire'],Pokemon,1.49
057 Of 100,Standard,Chimchar,Majestic Dawn,Fourth ,5/1/2008,Naoyo Kimura,['Fire'],Pokemon,0.49
058 Of 100,Reverse Holo,Chingling,Majestic Dawn,Fourth ,5/1/2008,Ken Sugimori,['Psychic'],Pokemon,9.99
058 Of 100,Standard,Chingling,Majestic Dawn,Fourth ,5/1/2008,Ken Sugimori,['Psychic'],Pokemon,0.49
059 Of 100,Reverse Holo,Combee,Majestic Dawn,Fourth ,5/1/2008,Midori Harada,['Grass'],Pokemon,1.35
059 Of 100,Standard,Combee,Majestic Dawn,Fourth ,5/1/2008,Midori Harada,['Grass'],Pokemon,0.35
060 Of 100,Reverse Holo,Croagunk,Majestic Dawn,Fourth ,5/1/2008,Kent Kanetsuna,['Psychic'],Pokemon,1.35
060 Of 100,Standard,Croagunk,Majestic Dawn,Fourth ,5/1/2008,Kent Kanetsuna,['Psychic'],Pokemon,0.35
061 Of 100,Reverse Holo,Drifloon,Majestic Dawn,Fourth ,5/1/2008,Masakazu Fukuda,['Psychic'],Pokemon,1.49
061 Of 100,Standard,Drifloon,Majestic Dawn,Fourth ,5/1/2008,Masakazu Fukuda,['Psychic'],Pokemon,0.49
062 Of 100,Reverse Holo,Eevee,Majestic Dawn,Fourth ,5/1/2008,Ken Sugimori,['Colorless'],Pokemon,3.49
062 Of 100,Standard,Eevee,Majestic Dawn,Fourth ,5/1/2008,Ken Sugimori,['Colorless'],Pokemon,1.39
063 Of 100,Reverse Holo,Eevee,Majestic Dawn,Fourth ,5/1/2008,Kagemaru Himeno,['Colorless'],Pokemon,3.29
063 Of 100,Standard,Eevee,Majestic Dawn,Fourth ,5/1/2008,Kagemaru Himeno,['Colorless'],Pokemon,1.85
063 Of 100,Reverse Holo,Eevee,Majestic Dawn,Fourth ,5/1/2008,Kagemaru Himeno,['Colorless'],Pokemon,3.49
063 Of 100,Standard,Eevee,Majestic Dawn,Fourth ,5/1/2008,Kagemaru Himeno,['Colorless'],Pokemon,0.49
064 Of 100,Reverse Holo,Electrike,Majestic Dawn,Fourth ,5/1/2008,Daisuke Ito,['Lightning'],Pokemon,1.35
064 Of 100,Standard,Electrike,Majestic Dawn,Fourth ,5/1/2008,Daisuke Ito,['Lightning'],Pokemon,0.35
065 Of 100,Reverse Holo,Glameow,Majestic Dawn,Fourth ,5/1/2008,Masakazu Fukuda,['Colorless'],Pokemon,1.35
065 Of 100,Standard,Glameow,Majestic Dawn,Fourth ,5/1/2008,Masakazu Fukuda,['Colorless'],Pokemon,0.35
066 Of 100,Reverse Holo,Hippopotas,Majestic Dawn,Fourth ,5/1/2008,Kent Kanetsuna,['Fighting'],Pokemon,1.35
066 Of 100,Standard,Hippopotas,Majestic Dawn,Fourth ,5/1/2008,Kent Kanetsuna,['Fighting'],Pokemon,0.35
067 Of 100,Reverse Holo,Kabuto,Majestic Dawn,Fourth ,5/1/2008,Midori Harada,['Fighting'],Pokemon,1.39
067 Of 100,Standard,Kabuto,Majestic Dawn,Fourth ,5/1/2008,Midori Harada,['Fighting'],Pokemon,0.39
